Gene name,Gene name2,Gene Synonym 0,Gene Synonym 1,Gene Synonym 2,Gene Synonym 3,Gene Synonym 4,Gene Synonym 5,Gene Synonym 6,Gene Synonym 7,Gene Synonym 8,Gene Synonym 9,Gene Synonym 10,Gene Synonym 11,Gene Synonym 12,Gene Synonym 13,Gene Synonym 14,Gene Synonym 15,Gene Synonym 16,Gene Synonym 17,Gene Synonym 18,Gene Synonym 19,Gene Synonym 20,Gene Synonym 21,Gene Synonym 22,Gene Synonym 23,Gene Synonym 24,Gene Synonym 25,Gene Synonym 26,Gene Synonym 27,Gene Synonym 28,Gene Synonym 29,Gene Synonym 30,Gene Synonym 31
PDCD6IP,,Hp95,Alix,AIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD6IP-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD6IPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD6IPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD6P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD7,,HES18,ES18,59K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL,,PhLP,DKFZp564M1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL2,,GCPHLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL2P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3,,VIAF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL3P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE10A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE11A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE11A-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE12,,DKFZp667B1218,3635,2'-PDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1B,,PDES1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1C,,Hcam3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE2A-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE2A-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE3A,,CGI-PDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE3A-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE3B,,HcGIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4A,,DPDE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4B,,DPDE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4C,,DPDE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4D,,DPDE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIP,,MMGL,KIAA0477,KIAA0454,CMYA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP4,,,CH17-118O6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4DIPP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6A,,RP43,PDEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6B,,RP40,rd1,PDEB,CSNBAD2,CSNB3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6C,,PDEA2,COD4,ACHM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6D,,JBTS22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6G,,RP57,PDEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE6H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE7A,,HCP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE7A-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE8A,,HsT19550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE9A-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFA,,PDGF1,PDGF-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFA-DT,,HRAT92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFB,,SSV,SIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFC,,SCDGF,fallotein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFD,,SCDGF-B,MSTP036,IEGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFRA,,PDGFR2,GAS9,CD140a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFRB,,PDGFR1,PDGFR,JTK12,CD140b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFRL,,PRLTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFRL2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHA1,,PDHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHA1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHA2,,PDHAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHB,,PDHE1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHX,,proX,PDX1,OPDX,E3BP,DLDBP,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIA2,,PDIR,PDIP,PDI,PDA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIA3,,PI-PLC,P58,HsT17083,GRP58,GRP57,ERp61,ERp60,ERp57,,,,,,,,,,,,,,,,,,,,,,,,
PDIA3P1,,PDIA3P,GRP58P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIA3P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIA4,,ERP72,ERP70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIA5,,PDIR,FLJ30401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIA6,,TXNDC7,P5,ERp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIK1L,,CLIK1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDILT,,PDIA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK2,,PDHK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK4-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM1,,hCLIM1,CLP36,CLP-36,CLIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM1P1,,PDLIM1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM1P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM3,,ALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM4,,RIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM5,,LIM,Enh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM7,,ENIGMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM7-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDP1,,PPM2C,PPM2A,PDP,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDP2,,PPM2C2,PPM2B,KIAA1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDPK1,,PDK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDPK2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDPN,,T1A-2,PA2.26,GP40,Gp38,D2-40,aggrus,,,,,,,,,,,,,,,,,,,,,,,,,,
PDPR,,PDP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDPR2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDRG1,,dJ310O13.3,C20orf126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDS5A,,SCC-112,PIG54,KIAA0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDS5B,,KIAA0979,FLJ23236,CG008,AS3,APRIN,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDSS1,,TPT,TPRT,COQ1A,COQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDSS1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDSS1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDSS2,,COQ1B,C6orf210,bA59I9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDX1,,STF-1,PDX-1,MODY4,IUF-1,IPF1,IDX-1,GSF,,,,,,,,,,,,,,,,,,,,,,,,,
PDXDC1,,KIAA0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDXDC2P,,PDXDC2,DKFZp761H1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDXDC2P-NPIPB14P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDXK,,PRED79,PNK,PKH,MGC15873,FLJ31940,FLJ21324,C21orf97,C21orf124,,,,,,,,,,,,,,,,,,,,,,,,
PDXP,,FLJ32703,dJ37E16.5,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDXP-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDYN,,SCA23,PENKB,ADCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDYN-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD11,,PDZK11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD2,,PDZK3,KIAA0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD3,,PDZK2,NHERF4,IKEPP,FLJ22756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD4,,PDZRN4L,PDZK4,LU1,LNX5,KIAA1444,FLJ34125,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD7,,PDZK7,FLJ23209,DFNB57,bA108L7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD8,,PDZK8,FLJ34427,bA129M16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD9,,MGC50721,C16orf65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZK1,,PDZD1,NHERF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZK1IP1,,SPAP,MAP17,DD96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZK1P1,,PDZK1P2,OTTHUMT00000038524,OTTHUMG00000074107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZPH1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZRN3,,SEMCAP3,SEMACAP3,LNX3,KIAA1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZRN3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZRN4,,LNX4,IMAGE5767589,FLJ33777,DKFZp434B0417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEA15,,PED/PEA15,PED-PEA15,PED,PEA-15,MAT1H,MAT1,HUMMAT1H,HMAT1,,,,,,,,,,,,,,,,,,,,,,,,
PEAK1,,sgk269,KIAA2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAK3,,FLJ45778,C19orf35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAR1,,MEGF12,JEDI,FLJ00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBP1,,RKIP,PEBP,PBP,HCNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBP1P1,,PBPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBP1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBP1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBP4,,MGC22776,hPEBP4,CORK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECAM1,,CD31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECR,,TERP,SDR29C1,HSA250303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDS1,,TMEM189,Kua,CarF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDS1-UBE2V1,,TMEM189-UBE2V1,Kua-UEV,CROC-1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEF1,,PEF1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEF1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEG10,,SIRH1,RTL2,RGAG3,MEF3L,Mart2,01/03/2002 00:00,KIAA1051,HB-1,,,,,,,,,,,,,,,,,,,,,,,,
PEG13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEG3,,ZSCAN24,ZNF904,ZKSCAN22,KIAA0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELATON,,SMIM25,LINC01272,GCRL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELI3,,MGC35521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELP1,,MNAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELP1-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEMT,,PEMT2,PEMPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENK-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER1,,RIGUI,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER2,,KIAA0347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER3P1,,PER4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERM1,,RP11-54O7.8,MGC13275,C1orf170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERP,,THW,PIGPC1,KRTCAP1,KCP1,dJ496H19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PES1,,PES,NOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PES1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PES1P2,,RP11-284P20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET100,,C19orf79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET117,,CSRP2BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX1,,ZWS1,ZWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX10,,RNF69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX11A,,PMP28,PEX11├â┼╜├é┬▒,PEX11alpha,MGC138534,MGC119947,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX11B,,PEX11beta,PEX11├â┼╜├é┬▓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX11G,,PEX11gamma,PEX11├â┼╜├é┬│,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX12P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX19,,PXMP1,PXF,PMPI,PMP1,HK33,D1S2223E,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX2,,ZWS3,RNF72,PXMP3,PMP35,PAF-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX26,,FLJ20695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX5,,PXR1,PTS1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX5L,,TRIP8b,PXR2,PEX5R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX5L-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX5L-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX6,,PXAAA1,PAF-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEX7,,RD,PTS2R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF4,,SCYB4,CXCL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF4V1,,SCYB4V1,CXCL4V1,CXCL4L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFAS,,PURL,KIAA0361,GATD8,FGARAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFDN1,,PFD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFDN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFDN4,,PFD4,C1,C-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFDN5,,PFD5,MM-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFDN6,,PFD6,KE-2,HKE2,H2-KE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKFB1,,PFRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKFB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKFB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKFB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKM,,PPP1R122,PFKX,PFK-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKP,,PFKF,PFK-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKP-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P2,,COAS3,C1orf152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P4,,PFN1P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P6,,PFN1P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1P9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN5P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1,,PGAMA,PGAM-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1P9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM2,,PGAM-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM3P,,dJ1128N12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM4,,PGAM3,PGAM1,PGAM-B,dJ1000K24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM4P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM5,,MGC5352,BXLBv68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM5P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAP1,,SPG67,FLJ12377,Bst1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAP2,,MRT21,MRT17,FRAG1,CWH43-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAP3,,PP1498,PERLD1,PER1,MGC9753,CAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAP4,,TMEM246,MGC12992,C9orf125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAP6,,TMEM8A,TMEM8,TMEM6,M83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD1,,SCAND4,HUCEP-4,dJ874C20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4,,FLJ37497,FLJ32638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD4P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBD5,,FLJ11413,DKFZp761A0620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGBP,,PGCP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGDP1,,PGDL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGF,,SHGC-10760,PlGF-2,PLGF,PIGF,PGFL,D12S1900,,,,,,,,,,,,,,,,,,,,,,,,,,
PGGHG,,FLJ22635,ATHL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGGT1B,,GGTI,BGGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGGT1BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGGT1BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK2,,PGKPS,PGK-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGLS,,6PGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGLS-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGLYRP1,,TNFSF3L,TAG7,PGRPS,PGRP-S,PGRP,PGLYRP,,,,,,,,,,,,,,,,,,,,,,,,,,
PGLYRP2,,TAGL-like,tagl-beta,tagL-alpha,tagL,PGRPL,PGRP-L,PGLYRPL,,,,,,,,,,,,,,,,,,,,,,,,,
PGLYRP3,,PGRPIA,PGRP-Ialpha,PGLYRPIalpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
